[2023-11-09 19:14:28] INFO: Starting local search for instance SCMTD...
[2023-11-09 19:14:28] INFO: Initializing inputs to the model...
[2023-11-09 19:14:28] INFO: Reading trip data from file...
[2023-11-09 19:14:28] INFO: Trip data read successfully
[2023-11-09 19:14:28] INFO: Number of trips: 1830
[2023-11-09 19:14:28] INFO: First time step: 315
[2023-11-09 19:14:28] INFO: Last time step: 1498
[2023-11-09 19:14:28] INFO: Reading terminal data from file...
[2023-11-09 19:14:28] INFO: Terminal data read successfully
[2023-11-09 19:14:28] INFO: Number of terminals: 26
[2023-11-09 19:14:28] INFO: Augmenting trips with depot stops...
[2023-11-09 19:14:28] INFO: Number of trips after augmentation: 1856
[2023-11-09 19:14:28] INFO: Reading trip pair data from file...
[2023-11-09 19:14:29] INFO: Trip pair data read successfully
[2023-11-09 19:14:29] INFO: Initializing vehicle rotations from the concurrent scheduler solution...
[2023-11-09 19:14:29] INFO: Vehicle rotations read successfully
[2023-11-09 19:14:29] INFO: Number of vehicles: 187
[2023-11-09 19:14:29] INFO: Creating energy price intervals...
[2023-11-09 19:14:29] INFO: Inputs to the model initialized successfully
[2023-11-09 19:14:29] INFO: Number of successful openings: 0
[2023-11-09 19:14:29] INFO: Number of successful closures: 0
[2023-11-09 19:14:29] INFO: Finishing local search...
[2023-11-09 19:14:29] INFO: Utilization statistics: (Terminal ID: Is charge station, Current idle time, Potential idle time)
[2023-11-09 19:14:29] INFO: Terminal 1: 1 2129 0
[2023-11-09 19:14:29] INFO: Terminal 2: 0 0 244
[2023-11-09 19:14:29] INFO: Terminal 3: 1 1682 0
[2023-11-09 19:14:29] INFO: Terminal 4: 0 0 0
[2023-11-09 19:14:29] INFO: Terminal 5: 1 47 0
[2023-11-09 19:14:29] INFO: Terminal 6: 0 0 0
[2023-11-09 19:14:29] INFO: Terminal 7: 1 25 0
[2023-11-09 19:14:29] INFO: Terminal 8: 1 1001 0
[2023-11-09 19:14:29] INFO: Terminal 9: 0 0 0
[2023-11-09 19:14:29] INFO: Terminal 10: 0 0 0
[2023-11-09 19:14:29] INFO: Terminal 11: 0 0 0
[2023-11-09 19:14:29] INFO: Terminal 12: 1 559 0
[2023-11-09 19:14:29] INFO: Terminal 13: 0 0 0
[2023-11-09 19:14:29] INFO: Terminal 14: 0 0 24
[2023-11-09 19:14:29] INFO: Terminal 15: 0 0 0
[2023-11-09 19:14:29] INFO: Terminal 16: 1 14770 0
[2023-11-09 19:14:29] INFO: Terminal 17: 1 1234 0
[2023-11-09 19:14:29] INFO: Terminal 18: 1 1843 0
[2023-11-09 19:14:29] INFO: Terminal 19: 1 98 0
[2023-11-09 19:14:29] INFO: Terminal 20: 1 608 0
[2023-11-09 19:14:29] INFO: Terminal 21: 0 0 3055
[2023-11-09 19:14:29] INFO: Terminal 22: 1 491 0
[2023-11-09 19:14:29] INFO: Terminal 23: 1 321 0
[2023-11-09 19:14:29] INFO: Terminal 24: 1 9061 0
[2023-11-09 19:14:29] INFO: Terminal 25: 1 0 0
[2023-11-09 19:14:29] INFO: Terminal 26: 1 0 0
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 1 25 0.000000 1834 1726 1696 1369 1429 1692 1703 1766 1655 1691 1781 1725 1681 1686 1763 1644 1642 1786 1683 1700 1324 1474 512 1409 1834 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 111 12 0.000000 1834 1621 1809 1822 1499 28 471 91 786 716 1585 1834 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 112 11 0.000000 1835 965 1458 1615 1631 1449 1513 1299 478 129 1835 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 113 11 0.000000 1834 1613 1625 1616 1448 891 349 761 588 580 1834 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 114 10 0.000000 1835 1571 1624 1496 610 837 224 233 10 1835 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 115 12 0.000000 1835 1509 1242 333 375 1512 1310 936 386 149 181 1835 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 116 11 0.000000 1835 1502 1333 529 976 893 436 348 425 659 1835 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 117 11 0.000000 1835 48 1364 1425 452 781 215 184 62 234 1835 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 118 11 0.000000 1835 53 85 1384 1545 1104 408 447 1033 259 1835 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 119 10 0.000000 1834 1332 176 132 188 613 999 486 424 1834 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 120 10 0.000000 1835 1446 1610 1313 221 231 717 728 582 1835 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 121 10 0.000000 1834 1344 1539 1188 417 1361 1226 886 258 1834 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 122 10 0.000000 1835 1015 991 1083 159 955 1371 1276 155 1835 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 123 10 0.000000 1835 1009 983 1085 211 979 1416 1122 726 1835 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 124 10 0.000000 1834 1606 1342 721 680 1528 1715 1048 662 1834 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 125 10 0.000000 1834 1322 598 646 460 760 267 242 243 1834 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 126 8 0.000000 1834 1292 240 108 262 684 889 1834 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 127 10 0.000000 1834 1334 714 579 554 264 219 890 137 1834 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 128 11 0.000000 1834 1244 1092 630 621 449 673 611 1034 410 1834 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 129 12 0.000000 1835 932 51 694 776 89 522 941 1066 537 2 1835 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 130 11 0.000000 1835 971 958 116 204 639 615 345 180 255 1835 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 131 10 0.000000 1833 772 147 117 597 591 337 107 178 1833 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 132 9 0.000000 1833 779 265 209 585 799 600 675 1833 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 133 9 0.000000 1833 785 924 455 879 120 431 678 1833 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 134 7 0.000000 1835 150 205 505 790 158 1835 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 135 9 0.000000 1835 95 956 266 907 922 189 236 1835 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 136 7 0.000000 1831 112 462 220 253 152 1831 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 137 7 0.000000 1831 199 228 157 217 173 1831 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 138 8 0.000000 1831 163 208 377 315 122 271 1831 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 139 9 0.000000 1835 249 213 930 136 143 472 336 1835 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 140 8 0.000000 1833 807 192 250 218 193 334 1833 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 141 8 0.000000 1831 185 977 148 206 200 124 1831 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 142 9 0.000000 1831 106 1025 195 210 370 177 229 1831 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 143 7 0.000000 1831 251 803 121 131 138 1831 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 144 10 0.000000 1834 1312 15 32 1075 394 22 13 633 1834 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 145 10 0.000000 1834 1270 42 355 1040 1114 44 43 365 1834 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 146 10 0.000000 1834 1339 96 331 994 1093 75 9 405 1834 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 147 7 0.000000 1834 1315 1132 1096 758 191 1834 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 148 9 0.000000 1833 768 1125 1109 222 125 606 584 1833 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 149 10 0.000000 1833 795 1074 1056 1094 939 964 1037 660 1833 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 150 9 0.000000 1834 1730 1614 1277 1110 949 923 1488 1834 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 151 7 0.000000 1834 1227 881 67 329 651 1834 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 152 8 0.000000 1834 1171 1010 498 100 284 356 1834 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 153 7 0.000000 1834 1269 542 367 351 501 1834 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 154 7 0.000000 1834 1318 539 293 1071 479 1834 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 155 7 0.000000 1834 1283 551 1017 887 247 1834 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 156 8 0.000000 1835 950 933 496 667 661 226 1835 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 157 8 0.000000 1835 966 925 559 962 324 326 1835 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 158 6 0.000000 1834 1375 248 171 1576 1834 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 159 5 0.000000 1831 140 174 725 1831 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 160 6 0.000000 1834 1156 156 141 1566 1834 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 161 5 0.000000 1831 214 263 685 1831 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 162 6 0.000000 1833 617 929 820 885 1833 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 163 5 0.000000 1833 693 934 164 1833 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 164 6 0.000000 1831 225 603 235 165 1831 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 165 5 0.000000 1831 135 631 110 1831 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 166 6 0.000000 1834 1316 679 614 970 1834 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 167 6 0.000000 1834 1338 751 457 1036 1834 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 168 5 0.000000 1833 811 162 256 1833 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 169 5 0.000000 1833 759 1072 272 1833 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 170 5 0.000000 1831 139 1526 127 1831 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 171 6 0.000000 1833 571 702 676 926 1833 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 172 5 0.000000 1833 708 594 352 1833 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 173 4 0.000000 1831 151 892 1831 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 174 4 0.000000 1831 261 1187 1831 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 175 4 0.000000 1831 153 1179 1831 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 176 5 0.000000 1833 808 1222 1022 1833 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 177 4 0.000000 1833 812 465 1833 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 178 5 0.000000 1834 1223 145 142 1834 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 179 4 0.000000 1834 1146 287 1834 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 180 4 0.000000 1833 769 296 1833 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 181 4 0.000000 1834 1456 927 1834 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 182 3 0.000000 1831 161 1831 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 183 3 0.000000 1833 599 1833 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 184 3 0.000000 1831 187 1831 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 185 3 0.000000 1831 244 1831 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 186 3 0.000000 1831 118 1831 
[2023-11-09 19:14:29] INFO: Vehicle ID, No. of Trips, Deadhead cost, Trip IDs: 187 3 0.000000 1831 241 1831 
[2023-11-09 19:14:29] INFO: Performing sanity checks on the solution...
[2023-11-09 19:14:29] INFO: Checking if each trip is assigned to exactly one vehicle...
[2023-11-09 19:14:29] INFO: Each trip is assigned to exactly one vehicle
[2023-11-09 19:14:29] INFO: Checking if all trips are assigned to a vehicle...
[2023-11-09 19:14:29] INFO: All trips are assigned to a vehicle
[2023-11-09 19:14:29] INFO: Checking if the solution is charge feasible...
[2023-11-09 19:14:29] INFO: Solution is charge feasible
[2023-11-09 19:14:29] INFO: Sanity check status: Pass
[2023-11-09 19:14:29] INFO: Writing output summary to file...
[2023-11-09 19:14:29] INFO: Calculating the objective value of the solution...
[2023-11-09 19:14:29] INFO: Total cost (including CSP costs): 121553490.579184
[2023-11-09 19:14:29] INFO: Writing vehicle rotation results to file...
[2023-11-09 19:14:29] INFO: Writing charging station location results to file...
[2023-11-09 19:14:29] INFO: Local search completed in 1.420000 seconds.
