[2023-10-12 15:27:19] INFO: Starting local search for instance Ann_Arbor...
[2023-10-12 15:27:21] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:21] DEBUG: Fixed cost of opening charging stations: 5000000.000000
[2023-10-12 15:27:21] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:21] DEBUG: Total cost of deadheading: 1836401.899200
[2023-10-12 15:27:21] INFO: Number of charging stations: 25
[2023-10-12 15:27:21] INFO: Number of buses used: 56
[2023-10-12 15:27:21] INFO: Total cost: 26436401.899200
[2023-10-12 15:27:21] INFO: Optimizing scheduling...
[2023-10-12 15:27:21] INFO: Savings from exchange operator: 25797.499200
[2023-10-12 15:27:21] INFO: Savings from shifts operator: 33213.364800
[2023-10-12 15:27:21] INFO: Performing shift...
[2023-10-12 15:27:21] DEBUG: Source vehicle trip IDs: 859 644 450 604 572 859 
[2023-10-12 15:27:21] DEBUG: Destination vehicle trip IDs: 859 37 487 347 52 728 545 125 767 366 221 759 626 674 3 144 137 147 859 
[2023-10-12 15:27:21] DEBUG: Shifting trip index 2 of vehicle index 51 after trip index 13 of vehicle index 30...
[2023-10-12 15:27:21] DEBUG: Source vehicle new trip IDs: 859 644 604 572 859 
[2023-10-12 15:27:21] DEBUG: Destination vehicle new trip new IDs: 859 37 487 347 52 728 545 125 767 366 221 759 626 674 450 3 144 137 147 859 
[2023-10-12 15:27:21] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:21] DEBUG: Fixed cost of opening charging stations: 5000000.000000
[2023-10-12 15:27:21] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:21] DEBUG: Total cost of deadheading: 1803188.534400
[2023-10-12 15:27:21] INFO: Number of charging stations: 25
[2023-10-12 15:27:21] INFO: Number of buses used: 56
[2023-10-12 15:27:21] INFO: Total cost: 26403188.534400
[2023-10-12 15:27:21] INFO: Optimizing scheduling...
[2023-10-12 15:27:21] INFO: Savings from exchange operator: 25797.499200
[2023-10-12 15:27:21] INFO: Savings from shifts operator: 32481.028800
[2023-10-12 15:27:21] INFO: Performing shift...
[2023-10-12 15:27:21] DEBUG: Source vehicle trip IDs: 859 51 156 162 41 7 75 684 821 859 
[2023-10-12 15:27:21] DEBUG: Destination vehicle trip IDs: 859 542 787 638 635 859 
[2023-10-12 15:27:21] DEBUG: Shifting trip index 3 of vehicle index 48 after trip index 2 of vehicle index 53...
[2023-10-12 15:27:21] DEBUG: Source vehicle new trip IDs: 859 51 156 41 7 75 684 821 859 
[2023-10-12 15:27:21] DEBUG: Destination vehicle new trip new IDs: 859 542 787 162 638 635 859 
[2023-10-12 15:27:21] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:21] DEBUG: Fixed cost of opening charging stations: 5000000.000000
[2023-10-12 15:27:21] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:21] DEBUG: Total cost of deadheading: 1770707.505600
[2023-10-12 15:27:21] INFO: Number of charging stations: 25
[2023-10-12 15:27:21] INFO: Number of buses used: 56
[2023-10-12 15:27:21] INFO: Total cost: 26370707.505600
[2023-10-12 15:27:21] INFO: Optimizing scheduling...
[2023-10-12 15:27:21] INFO: Savings from exchange operator: 36655.344000
[2023-10-12 15:27:21] INFO: Savings from shifts operator: 24752.956800
[2023-10-12 15:27:21] INFO: Performing exchange...
[2023-10-12 15:27:21] DEBUG: First vehicle trip IDs: 859 553 349 374 547 136 122 781 650 494 699 824 179 541 270 264 606 859 
[2023-10-12 15:27:21] DEBUG: Second vehicle trip IDs: 859 51 156 41 7 75 684 821 859 
[2023-10-12 15:27:21] DEBUG: Exchanging trip index 13 of vehicle index 27 with trip index 3 of vehicle index 48...
[2023-10-12 15:27:21] DEBUG: First vehicle new trip IDs: 859 553 349 374 547 136 122 781 650 494 699 824 179 41 270 264 606 859 
[2023-10-12 15:27:21] DEBUG: Second vehicle new trip IDs: 859 51 156 541 7 75 684 821 859 
[2023-10-12 15:27:21] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:21] DEBUG: Fixed cost of opening charging stations: 5000000.000000
[2023-10-12 15:27:21] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:21] DEBUG: Total cost of deadheading: 1734052.161600
[2023-10-12 15:27:21] INFO: Number of charging stations: 25
[2023-10-12 15:27:21] INFO: Number of buses used: 56
[2023-10-12 15:27:21] INFO: Total cost: 26334052.161600
[2023-10-12 15:27:21] INFO: Optimizing scheduling...
[2023-10-12 15:27:21] INFO: Savings from exchange operator: 25797.499200
[2023-10-12 15:27:21] INFO: Savings from shifts operator: 24752.956800
[2023-10-12 15:27:21] INFO: Performing exchange...
[2023-10-12 15:27:21] DEBUG: First vehicle trip IDs: 859 553 349 374 547 136 122 781 650 494 699 824 179 41 270 264 606 859 
[2023-10-12 15:27:21] DEBUG: Second vehicle trip IDs: 861 322 104 619 126 61 861 
[2023-10-12 15:27:21] DEBUG: Exchanging trip index 15 of vehicle index 27 with trip index 5 of vehicle index 50...
[2023-10-12 15:27:21] DEBUG: First vehicle new trip IDs: 859 553 349 374 547 136 122 781 650 494 699 824 179 41 270 61 606 859 
[2023-10-12 15:27:21] DEBUG: Second vehicle new trip IDs: 861 322 104 619 126 264 861 
[2023-10-12 15:27:21] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:21] DEBUG: Fixed cost of opening charging stations: 5000000.000000
[2023-10-12 15:27:21] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:21] DEBUG: Total cost of deadheading: 1708254.662400
[2023-10-12 15:27:21] INFO: Number of charging stations: 25
[2023-10-12 15:27:21] INFO: Number of buses used: 56
[2023-10-12 15:27:21] INFO: Total cost: 26308254.662400
[2023-10-12 15:27:21] INFO: Optimizing scheduling...
[2023-10-12 15:27:21] INFO: Savings from exchange operator: 24756.811200
[2023-10-12 15:27:21] INFO: Savings from shifts operator: 30091.300800
[2023-10-12 15:27:21] INFO: Performing shift...
[2023-10-12 15:27:21] DEBUG: Source vehicle trip IDs: 859 832 375 13 651 689 658 809 227 334 346 178 531 670 492 98 351 390 86 786 138 355 636 498 748 395 859 
[2023-10-12 15:27:21] DEBUG: Destination vehicle trip IDs: 861 322 104 619 126 264 861 
[2023-10-12 15:27:21] DEBUG: Shifting trip index 25 of vehicle index 11 after trip index 5 of vehicle index 50...
[2023-10-12 15:27:21] DEBUG: Source vehicle new trip IDs: 859 832 375 13 651 689 658 809 227 334 346 178 531 670 492 98 351 390 86 786 138 355 636 498 748 859 
[2023-10-12 15:27:21] DEBUG: Destination vehicle new trip new IDs: 861 322 104 619 126 264 395 861 
[2023-10-12 15:27:21] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:21] DEBUG: Fixed cost of opening charging stations: 5000000.000000
[2023-10-12 15:27:21] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:21] DEBUG: Total cost of deadheading: 1678163.361600
[2023-10-12 15:27:21] INFO: Number of charging stations: 25
[2023-10-12 15:27:21] INFO: Number of buses used: 56
[2023-10-12 15:27:21] INFO: Total cost: 26278163.361600
[2023-10-12 15:27:21] INFO: Optimizing scheduling...
[2023-10-12 15:27:21] INFO: Savings from exchange operator: 24756.811200
[2023-10-12 15:27:21] INFO: Savings from shifts operator: 24752.956800
[2023-10-12 15:27:21] INFO: Performing exchange...
[2023-10-12 15:27:21] DEBUG: First vehicle trip IDs: 861 791 579 441 429 163 60 377 539 688 62 412 673 474 583 861 
[2023-10-12 15:27:21] DEBUG: Second vehicle trip IDs: 861 508 265 127 399 114 25 563 709 856 842 35 379 327 459 861 
[2023-10-12 15:27:21] DEBUG: Exchanging trip index 9 of vehicle index 35 with trip index 10 of vehicle index 38...
[2023-10-12 15:27:21] DEBUG: First vehicle new trip IDs: 861 791 579 441 429 163 60 377 539 842 62 412 673 474 583 861 
[2023-10-12 15:27:21] DEBUG: Second vehicle new trip IDs: 861 508 265 127 399 114 25 563 709 856 688 35 379 327 459 861 
[2023-10-12 15:27:21] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:21] DEBUG: Fixed cost of opening charging stations: 5000000.000000
[2023-10-12 15:27:21] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:21] DEBUG: Total cost of deadheading: 1653406.550400
[2023-10-12 15:27:21] INFO: Number of charging stations: 25
[2023-10-12 15:27:21] INFO: Number of buses used: 56
[2023-10-12 15:27:21] INFO: Total cost: 26253406.550400
[2023-10-12 15:27:21] INFO: Optimizing scheduling...
[2023-10-12 15:27:21] INFO: Savings from exchange operator: 24315.482400
[2023-10-12 15:27:21] INFO: Savings from shifts operator: 24315.482400
[2023-10-12 15:27:21] INFO: Performing shift...
[2023-10-12 15:27:21] DEBUG: Source vehicle trip IDs: 859 692 389 820 525 413 751 367 168 431 19 859 
[2023-10-12 15:27:21] DEBUG: Destination vehicle trip IDs: 860 506 775 858 103 707 839 615 219 470 735 209 710 845 208 255 182 860 
[2023-10-12 15:27:21] DEBUG: Shifting trip index 3 of vehicle index 42 after trip index 10 of vehicle index 7...
[2023-10-12 15:27:21] DEBUG: Source vehicle new trip IDs: 859 692 389 525 413 751 367 168 431 19 859 
[2023-10-12 15:27:21] DEBUG: Destination vehicle new trip new IDs: 860 506 775 858 103 707 839 615 219 470 735 820 209 710 845 208 255 182 860 
[2023-10-12 15:27:21] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:21] DEBUG: Fixed cost of opening charging stations: 5000000.000000
[2023-10-12 15:27:21] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:21] DEBUG: Total cost of deadheading: 1629091.068000
[2023-10-12 15:27:21] INFO: Number of charging stations: 25
[2023-10-12 15:27:21] INFO: Number of buses used: 56
[2023-10-12 15:27:21] INFO: Total cost: 26229091.068000
[2023-10-12 15:27:21] INFO: Optimizing scheduling...
[2023-10-12 15:27:21] INFO: Savings from exchange operator: 24007.130400
[2023-10-12 15:27:21] INFO: Savings from shifts operator: 24016.766400
[2023-10-12 15:27:21] INFO: Performing shift...
[2023-10-12 15:27:21] DEBUG: Source vehicle trip IDs: 859 542 787 162 638 635 859 
[2023-10-12 15:27:21] DEBUG: Destination vehicle trip IDs: 859 31 752 345 607 640 600 188 186 244 217 67 230 666 298 555 283 657 859 
[2023-10-12 15:27:21] DEBUG: Shifting trip index 4 of vehicle index 53 after trip index 14 of vehicle index 28...
[2023-10-12 15:27:21] DEBUG: Source vehicle new trip IDs: 859 542 787 162 635 859 
[2023-10-12 15:27:21] DEBUG: Destination vehicle new trip new IDs: 859 31 752 345 607 640 600 188 186 244 217 67 230 666 298 638 555 283 657 859 
[2023-10-12 15:27:21] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:21] DEBUG: Fixed cost of opening charging stations: 5000000.000000
[2023-10-12 15:27:21] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:21] DEBUG: Total cost of deadheading: 1605074.301600
[2023-10-12 15:27:21] INFO: Number of charging stations: 25
[2023-10-12 15:27:21] INFO: Number of buses used: 56
[2023-10-12 15:27:21] INFO: Total cost: 26205074.301600
[2023-10-12 15:27:21] INFO: Optimizing scheduling...
[2023-10-12 15:27:21] INFO: Savings from exchange operator: 24007.130400
[2023-10-12 15:27:21] INFO: Savings from shifts operator: 23267.085600
[2023-10-12 15:27:21] INFO: Performing exchange...
[2023-10-12 15:27:21] DEBUG: First vehicle trip IDs: 860 594 789 518 433 741 427 27 40 415 306 829 501 48 183 317 411 838 90 511 482 860 
[2023-10-12 15:27:21] DEBUG: Second vehicle trip IDs: 861 791 579 441 429 163 60 377 539 842 62 412 673 474 583 861 
[2023-10-12 15:27:21] DEBUG: Exchanging trip index 15 of vehicle index 5 with trip index 9 of vehicle index 35...
[2023-10-12 15:27:21] DEBUG: First vehicle new trip IDs: 860 594 789 518 433 741 427 27 40 415 306 829 501 48 183 842 411 838 90 511 482 860 
[2023-10-12 15:27:21] DEBUG: Second vehicle new trip IDs: 861 791 579 441 429 163 60 377 539 317 62 412 673 474 583 861 
[2023-10-12 15:27:21] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:21] DEBUG: Fixed cost of opening charging stations: 5000000.000000
[2023-10-12 15:27:21] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:21] DEBUG: Total cost of deadheading: 1581067.171200
[2023-10-12 15:27:21] INFO: Number of charging stations: 25
[2023-10-12 15:27:21] INFO: Number of buses used: 56
[2023-10-12 15:27:21] INFO: Total cost: 26181067.171200
[2023-10-12 15:27:21] INFO: Optimizing scheduling...
[2023-10-12 15:27:21] INFO: Savings from exchange operator: 21100.912800
[2023-10-12 15:27:21] INFO: Savings from shifts operator: 23267.085600
[2023-10-12 15:27:21] INFO: Performing shift...
[2023-10-12 15:27:21] DEBUG: Source vehicle trip IDs: 861 764 610 73 360 199 235 319 146 187 788 496 321 352 305 785 92 94 365 589 586 861 
[2023-10-12 15:27:21] DEBUG: Destination vehicle trip IDs: 859 522 495 106 679 859 
[2023-10-12 15:27:21] DEBUG: Shifting trip index 18 of vehicle index 17 after trip index 3 of vehicle index 52...
[2023-10-12 15:27:21] DEBUG: Source vehicle new trip IDs: 861 764 610 73 360 199 235 319 146 187 788 496 321 352 305 785 92 94 589 586 861 
[2023-10-12 15:27:21] DEBUG: Destination vehicle new trip new IDs: 859 522 495 106 365 679 859 
[2023-10-12 15:27:21] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:21] DEBUG: Fixed cost of opening charging stations: 5000000.000000
[2023-10-12 15:27:21] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:21] DEBUG: Total cost of deadheading: 1557800.085600
[2023-10-12 15:27:21] INFO: Number of charging stations: 25
[2023-10-12 15:27:21] INFO: Number of buses used: 56
[2023-10-12 15:27:21] INFO: Total cost: 26157800.085600
[2023-10-12 15:27:21] INFO: Optimizing scheduling...
[2023-10-12 15:27:21] INFO: Savings from exchange operator: 21100.912800
[2023-10-12 15:27:21] INFO: Savings from shifts operator: 21258.943200
[2023-10-12 15:27:21] INFO: Performing shift...
[2023-10-12 15:27:21] DEBUG: Source vehicle trip IDs: 859 729 311 323 643 81 835 803 446 513 481 434 457 43 254 308 58 630 646 170 737 690 859 
[2023-10-12 15:27:21] DEBUG: Destination vehicle trip IDs: 860 124 661 739 645 396 830 194 565 665 301 2 512 659 662 527 740 71 113 176 157 860 
[2023-10-12 15:27:21] DEBUG: Shifting trip index 10 of vehicle index 12 after trip index 11 of vehicle index 0...
[2023-10-12 15:27:21] DEBUG: Source vehicle new trip IDs: 859 729 311 323 643 81 835 803 446 513 434 457 43 254 308 58 630 646 170 737 690 859 
[2023-10-12 15:27:21] DEBUG: Destination vehicle new trip new IDs: 860 124 661 739 645 396 830 194 565 665 301 2 481 512 659 662 527 740 71 113 176 157 860 
[2023-10-12 15:27:21] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:21] DEBUG: Fixed cost of opening charging stations: 5000000.000000
[2023-10-12 15:27:21] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:21] DEBUG: Total cost of deadheading: 1536541.142400
[2023-10-12 15:27:21] INFO: Number of charging stations: 25
[2023-10-12 15:27:21] INFO: Number of buses used: 56
[2023-10-12 15:27:21] INFO: Total cost: 26136541.142400
[2023-10-12 15:27:21] INFO: Optimizing scheduling...
[2023-10-12 15:27:21] INFO: Savings from exchange operator: 21100.912800
[2023-10-12 15:27:21] INFO: Savings from shifts operator: 21255.088800
[2023-10-12 15:27:21] INFO: Performing shift...
[2023-10-12 15:27:21] DEBUG: Source vehicle trip IDs: 860 594 789 518 433 741 427 27 40 415 306 829 501 48 183 842 411 838 90 511 482 860 
[2023-10-12 15:27:21] DEBUG: Destination vehicle trip IDs: 860 282 743 802 782 580 505 757 719 485 358 32 326 384 369 213 364 500 591 758 860 
[2023-10-12 15:27:21] DEBUG: Shifting trip index 15 of vehicle index 5 after trip index 14 of vehicle index 22...
[2023-10-12 15:27:21] DEBUG: Source vehicle new trip IDs: 860 594 789 518 433 741 427 27 40 415 306 829 501 48 183 411 838 90 511 482 860 
[2023-10-12 15:27:21] DEBUG: Destination vehicle new trip new IDs: 860 282 743 802 782 580 505 757 719 485 358 32 326 384 369 842 213 364 500 591 758 860 
[2023-10-12 15:27:21] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:21] DEBUG: Fixed cost of opening charging stations: 5000000.000000
[2023-10-12 15:27:21] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:21] DEBUG: Total cost of deadheading: 1515286.053600
[2023-10-12 15:27:21] INFO: Number of charging stations: 25
[2023-10-12 15:27:21] INFO: Number of buses used: 56
[2023-10-12 15:27:21] INFO: Total cost: 26115286.053600
[2023-10-12 15:27:21] INFO: Optimizing scheduling...
[2023-10-12 15:27:21] INFO: Savings from exchange operator: 21100.912800
[2023-10-12 15:27:21] INFO: Savings from shifts operator: 21100.912800
[2023-10-12 15:27:21] INFO: Performing shift...
[2023-10-12 15:27:21] DEBUG: Source vehicle trip IDs: 861 508 265 127 399 114 25 563 709 856 688 35 379 327 459 861 
[2023-10-12 15:27:21] DEBUG: Destination vehicle trip IDs: 860 124 661 739 645 396 830 194 565 665 301 2 481 512 659 662 527 740 71 113 176 157 860 
[2023-10-12 15:27:21] DEBUG: Shifting trip index 13 of vehicle index 38 after trip index 19 of vehicle index 0...
[2023-10-12 15:27:21] DEBUG: Source vehicle new trip IDs: 861 508 265 127 399 114 25 563 709 856 688 35 379 459 861 
[2023-10-12 15:27:21] DEBUG: Destination vehicle new trip new IDs: 860 124 661 739 645 396 830 194 565 665 301 2 481 512 659 662 527 740 71 113 327 176 157 860 
[2023-10-12 15:27:21] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:21] DEBUG: Fixed cost of opening charging stations: 5000000.000000
[2023-10-12 15:27:21] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:21] DEBUG: Total cost of deadheading: 1494185.140800
[2023-10-12 15:27:21] INFO: Number of charging stations: 25
[2023-10-12 15:27:21] INFO: Number of buses used: 56
[2023-10-12 15:27:21] INFO: Total cost: 26094185.140800
[2023-10-12 15:27:21] INFO: Optimizing scheduling...
[2023-10-12 15:27:21] INFO: Savings from exchange operator: 21097.058400
[2023-10-12 15:27:21] INFO: Savings from shifts operator: 21100.912800
[2023-10-12 15:27:21] INFO: Performing shift...
[2023-10-12 15:27:21] DEBUG: Source vehicle trip IDs: 859 553 349 374 547 136 122 781 650 494 699 824 179 41 270 61 606 859 
[2023-10-12 15:27:21] DEBUG: Destination vehicle trip IDs: 860 532 121 473 72 112 387 253 765 445 738 5 225 203 392 251 24 804 391 167 115 860 
[2023-10-12 15:27:21] DEBUG: Shifting trip index 8 of vehicle index 27 after trip index 12 of vehicle index 1...
[2023-10-12 15:27:21] DEBUG: Source vehicle new trip IDs: 859 553 349 374 547 136 122 781 494 699 824 179 41 270 61 606 859 
[2023-10-12 15:27:21] DEBUG: Destination vehicle new trip new IDs: 860 532 121 473 72 112 387 253 765 445 738 5 225 650 203 392 251 24 804 391 167 115 860 
[2023-10-12 15:27:21] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:21] DEBUG: Fixed cost of opening charging stations: 5000000.000000
[2023-10-12 15:27:21] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:21] DEBUG: Total cost of deadheading: 1473084.228000
[2023-10-12 15:27:21] INFO: Number of charging stations: 25
[2023-10-12 15:27:21] INFO: Number of buses used: 56
[2023-10-12 15:27:21] INFO: Total cost: 26073084.228000
[2023-10-12 15:27:21] INFO: Optimizing scheduling...
[2023-10-12 15:27:21] INFO: Savings from exchange operator: 21097.058400
[2023-10-12 15:27:21] INFO: Savings from shifts operator: 21100.912800
[2023-10-12 15:27:21] INFO: Performing shift...
[2023-10-12 15:27:21] DEBUG: Source vehicle trip IDs: 861 409 432 852 693 449 466 621 611 813 861 
[2023-10-12 15:27:21] DEBUG: Destination vehicle trip IDs: 860 744 587 84 616 471 228 647 691 745 682 439 550 154 223 503 237 526 232 860 
[2023-10-12 15:27:21] DEBUG: Shifting trip index 7 of vehicle index 41 after trip index 14 of vehicle index 4...
[2023-10-12 15:27:21] DEBUG: Source vehicle new trip IDs: 861 409 432 852 693 449 466 611 813 861 
[2023-10-12 15:27:21] DEBUG: Destination vehicle new trip new IDs: 860 744 587 84 616 471 228 647 691 745 682 439 550 154 223 621 503 237 526 232 860 
[2023-10-12 15:27:21] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:21] DEBUG: Fixed cost of opening charging stations: 5000000.000000
[2023-10-12 15:27:21] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:21] DEBUG: Total cost of deadheading: 1451983.315200
[2023-10-12 15:27:21] INFO: Number of charging stations: 25
[2023-10-12 15:27:21] INFO: Number of buses used: 56
[2023-10-12 15:27:21] INFO: Total cost: 26051983.315200
[2023-10-12 15:27:21] INFO: Optimizing scheduling...
[2023-10-12 15:27:21] INFO: Savings from exchange operator: 21097.058400
[2023-10-12 15:27:21] INFO: Savings from shifts operator: 21100.912800
[2023-10-12 15:27:21] INFO: Performing shift...
[2023-10-12 15:27:21] DEBUG: Source vehicle trip IDs: 860 165 36 602 755 814 166 277 469 590 314 836 190 557 761 284 841 140 386 151 242 860 
[2023-10-12 15:27:21] DEBUG: Destination vehicle trip IDs: 860 594 789 518 433 741 427 27 40 415 306 829 501 48 183 411 838 90 511 482 860 
[2023-10-12 15:27:21] DEBUG: Shifting trip index 20 of vehicle index 6 after trip index 18 of vehicle index 5...
[2023-10-12 15:27:21] DEBUG: Source vehicle new trip IDs: 860 165 36 602 755 814 166 277 469 590 314 836 190 557 761 284 841 140 386 151 860 
[2023-10-12 15:27:21] DEBUG: Destination vehicle new trip new IDs: 860 594 789 518 433 741 427 27 40 415 306 829 501 48 183 411 838 90 511 242 482 860 
[2023-10-12 15:27:21] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:21] DEBUG: Fixed cost of opening charging stations: 5000000.000000
[2023-10-12 15:27:21] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:21] DEBUG: Total cost of deadheading: 1430882.402400
[2023-10-12 15:27:21] INFO: Number of charging stations: 25
[2023-10-12 15:27:21] INFO: Number of buses used: 56
[2023-10-12 15:27:21] INFO: Total cost: 26030882.402400
[2023-10-12 15:27:21] INFO: Optimizing scheduling...
[2023-10-12 15:27:21] INFO: Savings from exchange operator: 21097.058400
[2023-10-12 15:27:21] INFO: Savings from shifts operator: 21097.058400
[2023-10-12 15:27:21] INFO: Performing shift...
[2023-10-12 15:27:21] DEBUG: Source vehicle trip IDs: 861 766 26 215 49 779 278 177 815 276 129 405 57 723 819 762 749 100 726 861 
[2023-10-12 15:27:21] DEBUG: Destination vehicle trip IDs: 860 532 121 473 72 112 387 253 765 445 738 5 225 650 203 392 251 24 804 391 167 115 860 
[2023-10-12 15:27:21] DEBUG: Shifting trip index 12 of vehicle index 25 after trip index 16 of vehicle index 1...
[2023-10-12 15:27:21] DEBUG: Source vehicle new trip IDs: 861 766 26 215 49 779 278 177 815 276 129 405 723 819 762 749 100 726 861 
[2023-10-12 15:27:21] DEBUG: Destination vehicle new trip new IDs: 860 532 121 473 72 112 387 253 765 445 738 5 225 650 203 392 251 57 24 804 391 167 115 860 
[2023-10-12 15:27:21] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:21] DEBUG: Fixed cost of opening charging stations: 5000000.000000
[2023-10-12 15:27:21] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:21] DEBUG: Total cost of deadheading: 1409785.344000
[2023-10-12 15:27:21] INFO: Number of charging stations: 25
[2023-10-12 15:27:21] INFO: Number of buses used: 56
[2023-10-12 15:27:21] INFO: Total cost: 26009785.344000
[2023-10-12 15:27:21] INFO: Optimizing scheduling...
[2023-10-12 15:27:21] INFO: Savings from exchange operator: 20511.189600
[2023-10-12 15:27:21] INFO: Savings from shifts operator: 21097.058400
[2023-10-12 15:27:21] INFO: Performing shift...
[2023-10-12 15:27:21] DEBUG: Source vehicle trip IDs: 861 791 579 441 429 163 60 377 539 317 62 412 673 474 583 861 
[2023-10-12 15:27:21] DEBUG: Destination vehicle trip IDs: 860 594 789 518 433 741 427 27 40 415 306 829 501 48 183 411 838 90 511 242 482 860 
[2023-10-12 15:27:21] DEBUG: Shifting trip index 8 of vehicle index 35 after trip index 12 of vehicle index 5...
[2023-10-12 15:27:21] DEBUG: Source vehicle new trip IDs: 861 791 579 441 429 163 60 377 317 62 412 673 474 583 861 
[2023-10-12 15:27:21] DEBUG: Destination vehicle new trip new IDs: 860 594 789 518 433 741 427 27 40 415 306 829 501 539 48 183 411 838 90 511 242 482 860 
[2023-10-12 15:27:21] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:21] DEBUG: Fixed cost of opening charging stations: 5000000.000000
[2023-10-12 15:27:21] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:21] DEBUG: Total cost of deadheading: 1388688.285600
[2023-10-12 15:27:22] INFO: Number of charging stations: 25
[2023-10-12 15:27:22] INFO: Number of buses used: 56
[2023-10-12 15:27:22] INFO: Total cost: 25988688.285600
[2023-10-12 15:27:22] INFO: Optimizing scheduling...
[2023-10-12 15:27:22] INFO: Savings from exchange operator: 20511.189600
[2023-10-12 15:27:22] INFO: Savings from shifts operator: 21097.058400
[2023-10-12 15:27:22] INFO: Performing shift...
[2023-10-12 15:27:22] DEBUG: Source vehicle trip IDs: 861 337 111 29 21 536 529 285 715 543 861 
[2023-10-12 15:27:22] DEBUG: Destination vehicle trip IDs: 860 594 789 518 433 741 427 27 40 415 306 829 501 539 48 183 411 838 90 511 242 482 860 
[2023-10-12 15:27:22] DEBUG: Shifting trip index 5 of vehicle index 44 after trip index 16 of vehicle index 5...
[2023-10-12 15:27:22] DEBUG: Source vehicle new trip IDs: 861 337 111 29 21 529 285 715 543 861 
[2023-10-12 15:27:22] DEBUG: Destination vehicle new trip new IDs: 860 594 789 518 433 741 427 27 40 415 306 829 501 539 48 183 411 536 838 90 511 242 482 860 
[2023-10-12 15:27:22] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:22] DEBUG: Fixed cost of opening charging stations: 5000000.000000
[2023-10-12 15:27:22] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:22] DEBUG: Total cost of deadheading: 1367591.227200
[2023-10-12 15:27:22] INFO: Number of charging stations: 25
[2023-10-12 15:27:22] INFO: Number of buses used: 56
[2023-10-12 15:27:22] INFO: Total cost: 25967591.227200
[2023-10-12 15:27:22] INFO: Optimizing scheduling...
[2023-10-12 15:27:22] INFO: Savings from exchange operator: 20511.189600
[2023-10-12 15:27:22] INFO: Savings from shifts operator: 20189.347200
[2023-10-12 15:27:22] INFO: Performing exchange...
[2023-10-12 15:27:22] DEBUG: First vehicle trip IDs: 860 744 587 84 616 471 228 647 691 745 682 439 550 154 223 621 503 237 526 232 860 
[2023-10-12 15:27:22] DEBUG: Second vehicle trip IDs: 861 404 269 259 678 566 801 861 
[2023-10-12 15:27:22] DEBUG: Exchanging trip index 19 of vehicle index 4 with trip index 6 of vehicle index 45...
[2023-10-12 15:27:22] DEBUG: First vehicle new trip IDs: 860 744 587 84 616 471 228 647 691 745 682 439 550 154 223 621 503 237 526 801 860 
[2023-10-12 15:27:22] DEBUG: Second vehicle new trip IDs: 861 404 269 259 678 566 232 861 
[2023-10-12 15:27:22] INFO: Calculating the objective value of the solution...
